Date,sampleSize
2015-05-04,1
2015-05-05,2
2015-05-12,1
2015-05-13,3
2015-05-14,3
2015-05-18,1
2015-05-19,5
2015-05-20,4
2015-05-21,5
2015-05-22,1
2015-05-25,1
2015-05-26,5
2015-05-27,4
2015-05-28,2
2015-06-02,1
2015-06-03,1
2015-06-05,1
2015-06-08,4
2015-06-09,1
2015-06-11,1
2015-06-15,1
2015-06-17,2
2015-06-18,2
2015-06-22,1
2015-06-23,1
2015-06-25,1
2015-06-26,1
2015-06-30,2
2015-07-07,2
2015-07-10,1
2015-07-15,1
2015-08-03,1
2015-08-04,2
2015-08-05,1
2015-08-06,2
2015-08-17,1
2015-08-25,1
2015-08-27,1
2015-08-31,1
2015-09-01,1
2015-09-03,1
2015-09-08,1
2015-09-09,2
2015-09-14,1
2015-09-15,1
2015-09-21,2
2015-09-28,2
2015-09-30,1
2015-10-01,1
2015-10-02,1
2015-10-05,1
2015-10-12,1
2015-10-13,4
2015-10-15,2
2015-10-20,1
2015-10-21,1
2015-10-29,1
2015-11-03,3
2015-11-04,2
2015-11-05,2
2015-11-09,1
2015-11-18,2
2015-11-30,3
2015-12-01,1
2016-02-10,1
2016-02-18,2
2016-02-24,1
2016-03-09,1
2016-03-31,1
2016-04-07,2
2016-04-12,1
2016-04-19,1
2016-05-16,1
2016-05-18,1
2018-06-06,1
2018-06-27,1
2018-07-05,1
2018-07-07,1
2018-07-10,1
2018-07-11,1
2018-07-12,1
2018-07-13,1
2018-07-14,1
2018-07-19,1
2018-07-26,3
2018-07-27,1
2018-07-28,2
2018-07-31,1
2018-08-02,2
2018-08-03,2
2018-08-08,1
2018-08-10,1
2018-08-11,2
2018-08-17,3
2018-08-21,1
2018-08-22,1
2018-08-23,1
2018-08-24,4
2018-08-25,1
2018-08-28,2
2018-08-29,2
2018-08-30,1
2018-09-26,5
2018-09-27,2
2018-09-28,3
2018-09-29,3
2018-10-02,2
2018-10-04,2
2018-10-05,1
2018-10-13,1
2018-10-16,3
2018-10-19,5
2018-10-20,1
2018-10-24,4
2018-10-25,3
2018-10-30,1
2018-10-31,3
2018-11-03,1
2018-11-06,2
2018-11-07,1
2018-11-08,2
2018-11-09,4
2018-11-13,1
2018-11-15,2
2018-11-16,2
2018-11-20,2
2018-11-21,2
2018-11-23,4
2018-11-24,1
2018-11-26,1
2018-11-28,1
2018-12-05,1
2018-12-06,2
2019-01-15,2
2019-01-16,4
2019-01-17,1
2019-01-18,4
2019-01-21,1
2019-01-23,1
2019-01-24,2
2019-01-25,3
2019-01-29,2
2019-01-30,1
2019-02-01,2
2019-02-04,2
2019-02-05,3
2019-02-06,3
2019-02-07,1
2019-02-12,2
2019-02-19,2
2019-02-20,1
2019-02-21,2
2019-02-25,1
2019-02-27,2
2019-02-28,1
2019-03-04,2
2019-03-05,1
2019-03-12,2
2019-03-13,4
2019-03-14,3
2019-03-15,2
2019-03-18,1
2019-03-19,2
2019-03-20,2
2019-03-22,2
2019-03-26,2
2019-03-27,1
2019-03-28,4
2019-04-01,2
2019-04-03,2
2019-04-04,2
2019-04-08,2
2019-04-09,1
2019-04-10,5
2019-04-11,4
2019-04-12,5
2019-04-15,6
2019-04-16,2
2019-04-17,4
2019-04-18,1
2019-04-24,3
2019-04-25,1
2019-04-29,5
2019-04-30,3
2019-05-02,4
2019-05-03,1
2019-05-06,4
2019-05-07,1
2019-05-09,1
2019-05-10,4
2019-05-13,5
2019-05-14,2
2019-05-15,1
2019-05-16,6
2019-05-17,8
2019-05-20,2
2019-05-21,7
2019-05-22,4
2019-05-23,6
2019-05-24,6
2019-05-27,4
2019-05-28,6
2019-05-29,3
2019-05-30,1
