Time	Mean	Median	Upper	Lower
2019.0	28975.0818148075	28326.740005223885	89831.30462429175	9763.620803533044
2018.0	39551.17849379698	39232.85785540864	70729.92659644989	22338.222672225158
2017.0	59774.821719619475	58703.98793059334	109131.2172548461	34542.121197811
2016.0	45019.25333954234	44476.81206937894	76538.63326988612	26270.689772637375
2015.0	42804.5648684044	42091.14217573386	76925.79750979297	25365.60700425389
2014.0	47617.440929467506	46688.352059761455	86908.7219233721	27054.606600038613
2013.0	44627.88387593057	43989.88781777496	83287.55756939248	25841.857788871494
2012.0	42151.07820432965	41267.20447969714	80752.92622376046	23582.17820070421
2011.0	41140.45724753335	40529.270500183484	75981.20642182518	22161.436695100125
2010.0	43724.682745437094	43080.091613283636	82984.83408409082	24418.393163531284
2009.0	54641.48245560574	53871.03643637974	101509.16645445891	27389.52277010427
2008.0	56631.909310166455	55600.9453696538	112125.02716888675	28837.470317477586
2007.0	57729.10742372575	56949.528219693566	114449.80562029609	29516.877079078793
2006.0	72836.06686081398	71774.78061225211	152651.5022935365	34146.55543972966
2005.0	89138.15819297505	87031.11705460558	195536.2964333042	41220.33568154593
2004.0	93068.30071913071	91152.46077433958	212165.85181409417	42465.74804851098
2003.0	86605.86966937335	85071.33419589666	201380.66080917182	39527.04352525892
2002.0	68862.28107074367	67149.67614881415	153552.4209730752	32248.40415838414
2001.0	45416.22800801452	44253.74165867856	98976.68805572488	22398.750760378516
2000.0	28195.44438404528	27606.192905983098	54776.63069105872	14686.111430026003
1999.0	20909.842537023207	20494.81959014696	39298.15131336256	11477.847224139965
1998.0	16633.856546397776	16330.544022453232	31190.587961846253	9426.741827582133
1997.0	12711.769731741613	12476.11700596801	23174.92369020409	7160.09532591208
1996.0	7977.164069156028	7855.685610505688	13783.782641485544	4697.471534887604
1995.0	4470.426221621234	4398.922875195586	7577.880852192773	2793.3870320632045
1994.0	3423.4808042882664	3347.2652836913294	5824.214192138052	2193.9793329088748
1993.0	2214.9945983550447	2180.612409820035	3422.6032654024702	1485.6823446079186
1992.0	1386.4789946249987	1373.893764488893	1968.4358723196874	985.4909365457909
1991.0	918.0157052011865	910.3149566791159	1310.2305257236942	647.3799857348454
1990.0	420.7630405043034	419.2325804141701	630.2874112282166	294.3282717979617
1989.0	165.73439649619704	165.25950637485562	233.8289349211861	120.33603775818523
1988.0	67.24666719885603	67.72212431545331	104.13648044302917	42.58713193244634
1987.0	29.029454569450227	28.94464414839441	48.90827790421147	17.779678715736868
1986.0	21.24905143889591	21.319356839153443	40.794683416704586	11.011984155939686
1985.0	13.749892090957832	13.70650172121367	28.420208541651437	6.310384049866987
1984.0	17.103641060140095	16.64341320276159	46.489700508079274	6.52332956125909
1983.0	27.392549249890326	26.533805828316314	97.62571420221668	9.401144754351053
1982.0	33.91011427392333	32.925750782207636	123.62864262367587	9.617199399204033
1981.0	37.515216586906554	35.882684734841895	153.20541515476484	10.299362300081963
1980.0	39.61236184271161	38.05772243656657	190.75612682758768	9.92452918056911
