Time	Mean	Median	Upper	Lower
2019.0	21937.07314827941	21703.036341800253	71317.4475332804	7287.248070683733
2018.0	22350.80418863952	21944.404224812326	40151.86427120906	12833.1630413565
2017.0	31194.943814492166	30843.037966132622	52711.20914661166	19355.511671868815
2016.0	26267.540820031336	25936.551707284663	43584.648848896846	16105.960560512298
2015.0	29816.572535463776	29240.570512222497	51607.59384894727	17021.477185752447
2014.0	37717.5989794978	36802.8512564746	69070.02868268228	20217.861985734395
2013.0	28131.67506790511	27718.434691403923	49990.484146185336	16034.204853239955
2012.0	24466.106659659214	24084.934718960038	43270.19012945834	14359.475818299465
2011.0	33880.34159389568	33274.90132204866	65910.69359926372	18481.414338974657
2010.0	46275.843960505124	45415.06373199219	96984.47290941005	23920.211411972778
2009.0	51037.39603270814	49969.00540059969	108795.33770013899	26048.43930962506
2008.0	50310.1189053421	49468.285318984395	103142.22264152953	24916.72169424671
2007.0	49389.352169597005	48223.01378247774	104780.22272899136	24187.838283539764
2006.0	45721.35960084352	45161.43806141273	94833.63236629128	22076.370972293746
2005.0	52320.17686046877	51396.801776145425	110819.33889343326	24229.218986773598
2004.0	65637.83155511032	64038.67783249334	149308.87759298843	29630.959050156947
2003.0	61608.90520641334	59908.73181754902	143296.32331006145	27938.783983589474
2002.0	44058.300975688784	43012.36113414066	94984.73523791129	21030.83987719788
2001.0	37568.16972519108	37039.55432071573	78219.80437249865	18338.522269665
2000.0	37897.29848610634	37152.824174046946	82664.40035365004	18183.30489702722
1999.0	30466.588962348662	29806.507057341016	63581.684805440724	14420.788728291396
1998.0	20307.657714126442	19912.922796435018	39750.2509136485	10247.842502560148
1997.0	13962.496825007243	13611.975990245033	26577.36388644766	7275.5633305243855
1996.0	9067.428852631736	8848.954486102395	17093.05571604612	5112.524726553297
1995.0	5655.011020964418	5562.23835533193	9528.947078884217	3259.4950420094865
1994.0	3977.884088671259	3915.5311279761413	6642.755673582814	2528.934036259976
1993.0	2676.623239008878	2647.704325435937	4346.097375119396	1740.247129440446
1992.0	1542.2991205083367	1527.7699252738687	2323.200615998897	1053.5266101437962
1991.0	828.671744102051	822.366052376731	1168.688462532372	607.670263534086
1990.0	441.44750115098566	439.30941382382383	639.5177296417309	303.8792598332561
1989.0	193.8866259205567	193.251139202163	271.18871888890624	138.2703051820189
1988.0	81.93214260341233	81.38965938278807	130.07198987639632	53.752704492098054
1987.0	42.92972193233682	42.655336543125486	66.44377689850016	27.221297031199533
1986.0	37.30663115312405	36.930851360107205	68.75386817108577	20.55627042826379
1985.0	21.354283191059835	21.22044840089491	46.242668082765064	10.162035588705656
1984.0	20.02202899374437	19.49328873574749	46.61825820280188	8.577211542409193
1983.0	35.60561879398614	34.227037062127664	104.0449972408872	12.084579405620714
1982.0	52.4539118663199	50.6678073202317	185.67778420368987	16.351965197920794
1981.0	66.39074926698972	63.35301590153362	272.3201489855183	19.14426171973009
1980.0	79.4007014528376	76.13627196652186	340.4025613364904	20.727147877115556
