Date,sampleSize
2009-06-04,1
2009-06-18,1
2009-06-26,1
2009-07-13,1
2009-07-23,1
2009-08-06,1
2009-09-10,1
2009-09-11,1
2009-09-15,1
2009-10-08,1
2009-10-09,1
2009-10-15,1
2009-10-27,2
2009-10-29,1
2009-11-06,1
2009-11-13,1
2009-11-19,1
2009-11-27,2
2009-12-03,2
2009-12-07,1
2009-12-08,1
2009-12-09,1
2009-12-15,1
2009-12-16,2
2009-12-22,1
2010-01-02,1
2010-01-08,1
2010-01-20,1
2010-01-25,1
2010-01-26,1
2010-01-30,2
2010-02-18,1
2010-02-19,2
2010-02-23,1
2010-03-03,1
2010-03-06,2
2010-03-15,1
2010-03-18,1
2010-03-27,1
2010-04-08,1
2010-04-15,1
2010-04-16,1
2010-04-19,2
2010-04-26,1
2010-04-27,1
2010-04-28,1
2010-04-30,1
2010-05-03,2
2010-05-13,1
2010-05-17,1
2010-05-18,2
2010-05-19,1
2010-05-20,1
2010-05-21,2
2010-05-24,1
2010-05-26,1
2010-05-31,1
2010-06-04,1
2010-06-05,2
2010-06-14,2
2010-06-16,1
2010-06-21,1
2010-06-25,1
2010-07-01,1
2010-07-07,1
2010-07-13,3
2010-07-16,1
2010-07-19,3
2010-07-23,1
2010-07-26,1
2010-07-29,1
2010-07-30,1
2010-08-06,1
2010-08-18,1
2010-08-24,1
2010-09-02,1
2010-09-06,1
2010-09-12,1
2010-09-14,2
2010-09-15,1
2010-09-16,1
2010-09-17,1
2010-09-21,1
2010-09-28,1
2010-09-29,1
2010-09-30,1
2010-10-02,1
2010-10-06,4
2010-10-08,1
2010-10-12,1
2010-10-18,1
2010-10-19,1
2010-10-26,1
2010-10-28,1
2010-11-01,2
2010-11-05,1
2010-11-11,1
2010-11-19,1
2010-11-30,3
2010-12-06,1
2010-12-15,1
2010-12-23,1
2011-01-05,1
2011-01-10,1
2011-01-18,1
2011-01-19,2
2011-01-25,1
2011-01-27,2
2011-02-08,1
2011-02-10,2
2011-02-11,1
2011-02-12,1
2011-02-14,1
2011-02-24,1
2011-03-01,1
2011-03-02,1
2011-03-03,2
2011-03-06,1
2011-03-17,1
2011-03-22,1
2011-03-23,1
2011-03-25,1
2011-03-31,1
2011-04-04,1
2011-04-28,1
2011-05-03,1
2011-05-04,1
2011-05-07,1
2011-05-10,1
2011-05-16,1
2011-05-20,1
2011-05-27,1
2011-05-30,1
2011-06-06,1
2011-06-07,1
2011-06-27,1
2011-06-29,1
2011-07-01,1
2011-07-03,1
2011-07-04,3
2011-07-07,1
2011-07-18,1
2011-07-25,1
2011-08-12,1
2011-08-15,1
2011-08-18,1
2011-08-23,1
2011-08-26,1
2011-08-27,1
2011-09-29,1
2011-09-30,1
2011-10-07,1
2011-10-13,1
2011-10-25,1
2011-10-28,1
2011-11-04,1
2011-11-16,1
2011-11-22,1
2011-12-02,1
2011-12-05,1
2011-12-16,1
2011-12-19,1
2012-02-02,1
2012-02-13,1
2012-03-07,1
2012-03-13,1
2012-04-16,1
2012-04-17,1
2012-04-24,1
2012-05-18,1
2012-06-03,2
2012-07-02,1
2012-07-27,1
2012-08-13,1
2012-08-24,1
2012-09-25,1
2012-09-27,1
2012-10-08,1
2012-10-23,1
2012-11-05,1
2012-11-13,1
2012-12-04,1
2013-04-19,1
2013-05-29,1
