Date,sampleSize
2014-03-24,1
2014-04-07,1
2014-04-08,2
2014-04-09,3
2014-04-12,2
2014-04-17,1
2014-04-23,1
2014-04-28,1
2014-04-30,1
2014-05-14,1
2014-05-15,2
2014-05-16,2
2014-05-19,2
2014-05-20,1
2014-05-21,1
2014-05-22,1
2014-05-23,1
2014-05-28,1
2014-06-10,1
2014-06-16,1
2014-06-17,1
2014-06-18,1
2014-06-19,1
2014-06-26,1
2014-06-30,1
2014-07-07,1
2014-07-11,1
2014-07-14,2
2014-07-15,1
2014-07-17,1
2014-07-22,3
2014-07-25,1
2014-07-31,2
2014-08-04,1
2014-08-07,2
2014-08-08,1
2014-08-11,1
2014-08-12,2
2014-08-13,1
2014-08-18,2
2014-08-19,1
2014-08-22,4
2014-08-25,2
2014-08-27,1
2014-08-28,1
2014-09-03,1
2014-09-04,1
2014-09-05,1
2014-09-10,1
2014-09-16,2
2014-09-17,3
2014-09-18,1
2014-09-19,1
2014-09-23,2
2014-10-01,1
2014-10-02,1
2014-10-06,1
2014-10-07,2
2014-10-12,1
2014-10-14,2
2014-10-15,2
2014-10-16,7
2014-10-21,1
2014-10-22,3
2014-10-23,1
2014-10-27,1
2014-10-30,1
2014-10-31,1
2014-11-03,2
2014-11-04,1
2014-11-06,1
2014-11-09,1
2014-11-12,1
2014-11-13,1
2014-11-18,1
2014-11-21,1
2014-11-24,2
2014-11-25,2
2014-11-26,1
2014-11-27,2
2014-11-28,1
2014-12-02,1
2014-12-08,1
2014-12-09,1
2014-12-11,2
2014-12-16,2
2015-01-05,1
2015-01-06,1
2015-01-07,1
2015-01-13,2
2015-01-14,2
2015-01-15,1
2015-01-19,1
2015-01-20,1
2015-01-22,1
2015-01-23,1
2015-01-27,1
2015-01-28,2
2015-02-05,1
2015-02-10,1
2015-02-16,1
2015-02-23,1
2015-02-25,2
2015-02-26,2
2015-02-27,4
2015-03-02,1
2015-03-03,2
2015-03-08,1
2015-03-09,1
2015-03-10,1
2015-03-17,1
2015-03-18,1
2015-03-19,2
2015-03-23,3
2015-03-24,1
2015-03-25,1
2015-03-26,1
2015-03-27,1
2015-03-30,1
2015-03-31,1
2015-04-02,1
2015-04-05,2
2015-04-07,1
2015-04-08,4
2015-04-09,5
2015-04-10,1
2015-04-13,4
2015-04-14,3
2015-04-15,7
2015-04-16,6
2015-04-17,3
2015-04-20,7
2015-04-21,7
2015-04-22,4
2015-04-23,3
2015-04-24,3
2015-04-27,7
2015-04-28,4
2015-04-29,7
2015-04-30,3
2015-05-04,5
2015-05-05,6
2015-05-06,3
2015-05-07,2
2015-05-08,1
2015-05-11,8
2015-05-12,3
2015-05-13,1
2015-05-14,5
2015-05-15,1
2015-05-18,5
2015-05-19,5
2015-05-20,4
2015-05-21,2
2015-05-22,2
2015-05-26,7
2015-05-27,5
2015-05-28,3
2015-05-29,2
2015-06-01,1
2015-06-02,1
2015-06-04,1
2015-06-05,3
2015-06-08,2
2015-06-11,1
2015-06-15,1
2015-06-16,5
2015-06-17,1
2015-06-19,1
2015-06-23,1
2015-06-25,2
2015-07-01,1
2015-07-07,2
2015-07-08,1
2015-07-09,1
2015-07-13,3
2015-07-27,6
2015-07-29,1
2015-07-30,1
2015-07-31,1
2015-08-03,1
2015-08-05,2
2015-08-06,2
2015-08-10,1
2015-08-12,1
2015-08-13,1
2015-08-18,3
2015-08-19,2
2015-08-20,3
2015-08-21,1
2015-08-24,2
2015-08-27,1
2015-08-28,1
2015-08-31,2
2015-09-02,1
2015-09-03,1
2015-09-04,2
2015-09-07,2
2015-09-08,1
2015-09-09,3
2015-09-10,4
2015-09-11,2
2015-09-14,2
2015-09-15,3
2015-09-16,1
2015-09-17,1
2015-09-18,2
2015-09-21,3
2015-09-22,4
2015-09-23,1
2015-09-25,2
2015-09-28,1
2015-09-29,2
2015-09-30,4
2015-10-01,4
2015-10-02,5
2015-10-03,1
2015-10-05,1
2015-10-06,2
2015-10-07,6
2015-10-08,4
2015-10-12,2
2015-10-13,4
2015-10-14,6
2015-10-15,5
2015-10-16,2
2015-10-19,2
2015-10-20,3
2015-10-21,2
2015-10-22,2
2015-10-26,4
2015-10-27,3
2015-10-28,3
2015-10-30,2
2015-11-02,6
2015-11-03,4
2015-11-04,5
2015-11-05,8
2015-11-06,3
2015-11-09,5
2015-11-10,2
2015-11-11,3
2015-11-12,2
2015-11-17,2
2015-11-18,1
2015-11-20,1
2015-11-30,2
2015-12-01,2
2015-12-02,1
2015-12-03,2
2015-12-07,3
2015-12-08,1
2015-12-10,1
2016-01-05,1
2016-01-06,1
2016-01-07,1
2016-01-11,1
2016-01-12,1
2016-01-13,1
2016-01-14,1
2016-01-15,1
2016-01-18,1
2016-01-20,2
2016-01-25,3
2016-01-28,2
2016-02-12,1
2016-03-09,1
2016-03-10,1
2016-03-11,1
2016-03-17,1
2016-03-18,1
2016-03-21,1
2016-03-22,2
2016-04-01,1
2016-04-07,1
2016-04-08,1
2016-04-12,1
2016-04-18,1
2016-04-20,1
2016-04-22,1
2016-04-26,1
2016-04-27,1
2016-04-28,1
2016-05-06,1
2016-05-09,3
2016-05-10,2
2016-05-11,1
2016-05-17,1
2016-05-30,2
2016-05-31,1
2016-06-02,1
2016-06-06,2
2016-06-10,1
2016-06-14,3
2016-06-15,1
2016-06-17,1
2016-06-20,2
2016-06-29,1
2016-06-30,6
2016-07-01,3
2016-07-07,3
2016-07-08,1
2016-07-11,1
2016-07-12,2
2016-07-13,2
2016-07-14,2
2016-07-18,2
2016-07-19,5
2016-07-21,1
2016-07-22,1
2016-07-25,1
2016-07-27,2
2016-07-29,2
